sid,genus,data_source,relative_abundance
NSCLC_LUM3_124_stool_baseline,Butyricicoccus,Derosa_NSCLC,0.06919
NSCLC_LUM3_124_stool_baseline,Butyricimonas,Derosa_NSCLC,0.20146
NSCLC_LUM3_124_stool_baseline,Candidatus,Derosa_NSCLC,1.22505
NSCLC_LUM3_124_stool_baseline,Catabacter,Derosa_NSCLC,0.0001
NSCLC_LUM3_124_stool_baseline,Christensenella,Derosa_NSCLC,0.00288
NSCLC_LUM3_124_stool_baseline,Christensenellaceae,Derosa_NSCLC,0.02063
NSCLC_LUM3_124_stool_baseline,Clostridia,Derosa_NSCLC,8.28893
NSCLC_LUM3_124_stool_baseline,Clostridiaceae,Derosa_NSCLC,0.37683
NSCLC_LUM3_124_stool_baseline,Clostridiales,Derosa_NSCLC,0.25855
NSCLC_LUM3_124_stool_baseline,Clostridium,Derosa_NSCLC,1.85027
NSCLC_LUM3_124_stool_baseline,Collinsella,Derosa_NSCLC,0.80155
NSCLC_LUM3_124_stool_baseline,Coprobacter,Derosa_NSCLC,0.04257
NSCLC_LUM3_124_stool_baseline,Coprococcus,Derosa_NSCLC,0.35373
NSCLC_LUM3_124_stool_baseline,Death,Derosa_NSCLC,1.0
NSCLC_LUM3_124_stool_baseline,Desulfovibrio,Derosa_NSCLC,0.50002
NSCLC_LUM3_124_stool_baseline,Dialister,Derosa_NSCLC,0.00192
NSCLC_LUM3_124_stool_baseline,Dielma,Derosa_NSCLC,0.05046
NSCLC_LUM3_124_stool_baseline,Dorea,Derosa_NSCLC,0.77834
NSCLC_LUM3_124_stool_baseline,Dysosmobacter,Derosa_NSCLC,0.08105
NSCLC_LUM3_124_stool_baseline,Eggerthellaceae,Derosa_NSCLC,0.13532
NSCLC_LUM3_124_stool_baseline,Eisenbergiella,Derosa_NSCLC,0.06588
NSCLC_LUM3_124_stool_baseline,Enterocloster,Derosa_NSCLC,0.04222
NSCLC_LUM3_124_stool_baseline,Erysipelatoclostridium,Derosa_NSCLC,0.19276
NSCLC_LUM3_124_stool_baseline,Escherichia,Derosa_NSCLC,1.07647
NSCLC_LUM3_124_stool_baseline,Eubacteriaceae,Derosa_NSCLC,0.00471
NSCLC_LUM3_124_stool_baseline,Eubacterium,Derosa_NSCLC,0.4207
NSCLC_LUM3_124_stool_baseline,Faecalibacillus,Derosa_NSCLC,0.00646
NSCLC_LUM3_124_stool_baseline,Faecalibacterium,Derosa_NSCLC,3.62305
NSCLC_LUM3_124_stool_baseline,Faecalicatena,Derosa_NSCLC,0.00638
NSCLC_LUM3_124_stool_baseline,Faecalitalea,Derosa_NSCLC,0.31032
NSCLC_LUM3_124_stool_baseline,Firmicutes,Derosa_NSCLC,0.07008
NSCLC_LUM3_124_stool_baseline,Flavonifractor,Derosa_NSCLC,0.01477
NSCLC_LUM3_124_stool_baseline,Fusicatenibacter,Derosa_NSCLC,0.25973
NSCLC_LUM3_124_stool_baseline,Fusobacterium,Derosa_NSCLC,0.00176
NSCLC_LUM3_124_stool_baseline,Gemmiger,Derosa_NSCLC,0.82878
NSCLC_LUM3_124_stool_baseline,Haemophilus,Derosa_NSCLC,0.02207
NSCLC_LUM3_124_stool_baseline,Holdemania,Derosa_NSCLC,0.00947
NSCLC_LUM3_124_stool_baseline,Hungatella,Derosa_NSCLC,0.12539
NSCLC_LUM3_124_stool_baseline,Intestinibacter,Derosa_NSCLC,0.00137
NSCLC_LUM3_124_stool_baseline,Intestinimonas,Derosa_NSCLC,0.00154
NSCLC_LUM3_124_stool_baseline,Isoptericola,Derosa_NSCLC,0.01344
NSCLC_LUM3_124_stool_baseline,Lachnoclostridium,Derosa_NSCLC,0.01968
NSCLC_LUM3_124_stool_baseline,Lachnospira,Derosa_NSCLC,1.23216
NSCLC_LUM3_124_stool_baseline,Lachnospiraceae,Derosa_NSCLC,0.79662
NSCLC_LUM3_124_stool_baseline,Lacrimispora,Derosa_NSCLC,0.00711
NSCLC_LUM3_124_stool_baseline,Lacticaseibacillus,Derosa_NSCLC,0.00653
NSCLC_LUM3_124_stool_baseline,Lactobacillus,Derosa_NSCLC,0.02061
NSCLC_LUM3_124_stool_baseline,Lactococcus,Derosa_NSCLC,0.00749
NSCLC_LUM3_124_stool_baseline,Lancefieldella,Derosa_NSCLC,0.02674
NSCLC_LUM3_124_stool_baseline,Lawsonibacter,Derosa_NSCLC,0.00036
NSCLC_LUM3_124_stool_baseline,Lentisphaeria,Derosa_NSCLC,0.07918
NSCLC_LUM3_124_stool_baseline,Limosilactobacillus,Derosa_NSCLC,0.17956
NSCLC_LUM3_124_stool_baseline,Marvinbryantia,Derosa_NSCLC,0.00629
NSCLC_LUM3_124_stool_baseline,Massilimaliae,Derosa_NSCLC,0.00139
NSCLC_LUM3_124_stool_baseline,Massilimicrobiota,Derosa_NSCLC,0.04217
NSCLC_LUM3_124_stool_baseline,Massilioclostridium,Derosa_NSCLC,0.00067
NSCLC_LUM3_124_stool_baseline,Massilistercora,Derosa_NSCLC,0.00687
NSCLC_LUM3_124_stool_baseline,Mediterraneibacter,Derosa_NSCLC,0.00258
NSCLC_LUM3_124_stool_baseline,Merdimonas,Derosa_NSCLC,0.24592
NSCLC_LUM3_124_stool_baseline,Methanobrevibacter,Derosa_NSCLC,0.25568
NSCLC_LUM3_124_stool_baseline,Microbacterium,Derosa_NSCLC,0.00549
NSCLC_LUM3_124_stool_baseline,Mogibacterium,Derosa_NSCLC,0.0289
NSCLC_LUM3_124_stool_baseline,Neglecta,Derosa_NSCLC,0.00306
NSCLC_LUM3_124_stool_baseline,OS,Derosa_NSCLC,2.038133
NSCLC_LUM3_124_stool_baseline,Odoribacter,Derosa_NSCLC,0.57907
NSCLC_LUM3_124_stool_baseline,Opitutales,Derosa_NSCLC,0.12891
NSCLC_LUM3_124_stool_baseline,Oscillospiraceae,Derosa_NSCLC,0.00242
NSCLC_LUM3_124_stool_baseline,Parabacteroides,Derosa_NSCLC,4.01152
NSCLC_LUM3_124_stool_baseline,Paraprevotella,Derosa_NSCLC,1.41403
NSCLC_LUM3_124_stool_baseline,Parasutterella,Derosa_NSCLC,0.00693
NSCLC_LUM3_124_stool_baseline,Phascolarctobacterium,Derosa_NSCLC,0.06932
NSCLC_LUM3_124_stool_baseline,Phocaeicola,Derosa_NSCLC,7.95552
NSCLC_LUM3_124_stool_baseline,Prevotella,Derosa_NSCLC,0.00573
NSCLC_LUM3_124_stool_baseline,Pseudoflavonifractor,Derosa_NSCLC,0.1341
NSCLC_LUM3_124_stool_baseline,Rikenellaceae,Derosa_NSCLC,0.29251
NSCLC_LUM3_124_stool_baseline,Roseburia,Derosa_NSCLC,1.2371
NSCLC_LUM3_124_stool_baseline,Rothia,Derosa_NSCLC,0.05018
NSCLC_LUM3_124_stool_baseline,Ruminococcaceae,Derosa_NSCLC,6.16478
NSCLC_LUM3_124_stool_baseline,Ruminococcus,Derosa_NSCLC,3.86782
NSCLC_LUM3_124_stool_baseline,Ruthenibacterium,Derosa_NSCLC,0.32812
NSCLC_LUM3_124_stool_baseline,Sellimonas,Derosa_NSCLC,0.09333
NSCLC_LUM3_124_stool_baseline,Senegalimassilia,Derosa_NSCLC,0.0281
NSCLC_LUM3_124_stool_baseline,Slackia,Derosa_NSCLC,0.06541
NSCLC_LUM3_124_stool_baseline,Solobacterium,Derosa_NSCLC,0.03547
NSCLC_LUM3_124_stool_baseline,Streptococcus,Derosa_NSCLC,4.20381
NSCLC_LUM3_124_stool_baseline,Sutterella,Derosa_NSCLC,1.1677
NSCLC_LUM3_124_stool_baseline,Trueperella,Derosa_NSCLC,0.09872
NSCLC_LUM3_124_stool_baseline,Tyzzerella,Derosa_NSCLC,0.06752
NSCLC_LUM3_124_stool_baseline,Veillonella,Derosa_NSCLC,0.14123
NSCLC_LUM3_125_stool_baseline,Acholeplasmatales,Derosa_NSCLC,0.00428
NSCLC_LUM3_125_stool_baseline,Acidaminococcaceae,Derosa_NSCLC,0.94589
NSCLC_LUM3_125_stool_baseline,Actinomyces,Derosa_NSCLC,0.01179
NSCLC_LUM3_125_stool_baseline,Adlercreutzia,Derosa_NSCLC,0.00103
NSCLC_LUM3_125_stool_baseline,Agathobaculum,Derosa_NSCLC,0.27056
NSCLC_LUM3_125_stool_baseline,Akkermansia,Derosa_NSCLC,3.03785
NSCLC_LUM3_125_stool_baseline,Alistipes,Derosa_NSCLC,1.23819
NSCLC_LUM3_125_stool_baseline,Anaerobutyricum,Derosa_NSCLC,0.07698
NSCLC_LUM3_125_stool_baseline,Anaeromassilibacillus,Derosa_NSCLC,0.01596
NSCLC_LUM3_125_stool_baseline,Anaerostipes,Derosa_NSCLC,0.08169
NSCLC_LUM3_125_stool_baseline,Anaerotignum,Derosa_NSCLC,0.11955
NSCLC_LUM3_125_stool_baseline,Anaerotruncus,Derosa_NSCLC,0.01206
NSCLC_LUM3_125_stool_baseline,Bacilli,Derosa_NSCLC,0.96343
NSCLC_LUM3_125_stool_baseline,Bacteroides,Derosa_NSCLC,5.26871
NSCLC_LUM3_125_stool_baseline,Barnesiella,Derosa_NSCLC,0.38205
NSCLC_LUM3_125_stool_baseline,Bifidobacterium,Derosa_NSCLC,0.35058
NSCLC_LUM3_125_stool_baseline,Bilophila,Derosa_NSCLC,0.34048
NSCLC_LUM3_125_stool_baseline,Blautia,Derosa_NSCLC,2.87877
NSCLC_LUM3_125_stool_baseline,Butyricimonas,Derosa_NSCLC,0.07763
NSCLC_LUM3_125_stool_baseline,Candidatus,Derosa_NSCLC,2.25264
NSCLC_LUM3_125_stool_baseline,Catenibacillus,Derosa_NSCLC,0.003
NSCLC_LUM3_125_stool_baseline,Christensenellaceae,Derosa_NSCLC,0.01781
NSCLC_LUM3_125_stool_baseline,Cloacibacillus,Derosa_NSCLC,0.03206
NSCLC_LUM3_125_stool_baseline,Clostridia,Derosa_NSCLC,3.87089
NSCLC_LUM3_125_stool_baseline,Clostridiaceae,Derosa_NSCLC,0.48393
NSCLC_LUM3_125_stool_baseline,Clostridiales,Derosa_NSCLC,0.36617
NSCLC_LUM3_125_stool_baseline,Clostridium,Derosa_NSCLC,6.44064
NSCLC_LUM3_125_stool_baseline,Collinsella,Derosa_NSCLC,2.45349
NSCLC_LUM3_125_stool_baseline,Coprobacillus,Derosa_NSCLC,0.10527
NSCLC_LUM3_125_stool_baseline,Coprobacter,Derosa_NSCLC,0.00143
NSCLC_LUM3_125_stool_baseline,Coprococcus,Derosa_NSCLC,0.39578
NSCLC_LUM3_125_stool_baseline,Death,Derosa_NSCLC,1.0
NSCLC_LUM3_125_stool_baseline,Desulfovibrio,Derosa_NSCLC,0.14754
NSCLC_LUM3_125_stool_baseline,Desulfovibrionaceae,Derosa_NSCLC,0.12471
NSCLC_LUM3_125_stool_baseline,Dorea,Derosa_NSCLC,1.23954
NSCLC_LUM3_125_stool_baseline,Dysosmobacter,Derosa_NSCLC,0.78792
NSCLC_LUM3_125_stool_baseline,Eggerthellaceae,Derosa_NSCLC,0.12874
NSCLC_LUM3_125_stool_baseline,Enterocloster,Derosa_NSCLC,0.04389
NSCLC_LUM3_125_stool_baseline,Erysipelotrichaceae,Derosa_NSCLC,0.51754
NSCLC_LUM3_125_stool_baseline,Escherichia,Derosa_NSCLC,0.07401
NSCLC_LUM3_125_stool_baseline,Eubacteriaceae,Derosa_NSCLC,0.06827
NSCLC_LUM3_125_stool_baseline,Eubacterium,Derosa_NSCLC,4.7648
NSCLC_LUM3_125_stool_baseline,Faecalibacillus,Derosa_NSCLC,0.52536
NSCLC_LUM3_125_stool_baseline,Faecalibacterium,Derosa_NSCLC,0.88799
NSCLC_LUM3_125_stool_baseline,Faecalicatena,Derosa_NSCLC,0.04567
NSCLC_LUM3_125_stool_baseline,Faecalicoccus,Derosa_NSCLC,0.01399
NSCLC_LUM3_125_stool_baseline,Faecalitalea,Derosa_NSCLC,0.41163
NSCLC_LUM3_125_stool_baseline,Firmicutes,Derosa_NSCLC,0.11343
NSCLC_LUM3_125_stool_baseline,Flavonifractor,Derosa_NSCLC,0.0579
NSCLC_LUM3_125_stool_baseline,Fusicatenibacter,Derosa_NSCLC,0.09412
NSCLC_LUM3_125_stool_baseline,Gemmiger,Derosa_NSCLC,0.32374
NSCLC_LUM3_125_stool_baseline,Hafnia,Derosa_NSCLC,0.00463
NSCLC_LUM3_125_stool_baseline,Holdemania,Derosa_NSCLC,0.00426
NSCLC_LUM3_125_stool_baseline,Hungatella,Derosa_NSCLC,0.00419
NSCLC_LUM3_125_stool_baseline,Hydrogeniiclostidium,Derosa_NSCLC,0.00024
NSCLC_LUM3_125_stool_baseline,Intestinibacillus,Derosa_NSCLC,0.00339
NSCLC_LUM3_125_stool_baseline,Intestinimonas,Derosa_NSCLC,0.13144
NSCLC_LUM3_125_stool_baseline,Lachnoclostridium,Derosa_NSCLC,0.02399
NSCLC_LUM3_125_stool_baseline,Lachnospira,Derosa_NSCLC,1.20723
NSCLC_LUM3_125_stool_baseline,Lachnospiraceae,Derosa_NSCLC,1.03531
NSCLC_LUM3_125_stool_baseline,Lacrimispora,Derosa_NSCLC,0.0547
NSCLC_LUM3_125_stool_baseline,Lactococcus,Derosa_NSCLC,0.0069
NSCLC_LUM3_125_stool_baseline,Lancefieldella,Derosa_NSCLC,0.00084
NSCLC_LUM3_125_stool_baseline,Lawsonibacter,Derosa_NSCLC,0.04939
NSCLC_LUM3_125_stool_baseline,Lentisphaeria,Derosa_NSCLC,3.45632
NSCLC_LUM3_125_stool_baseline,Massilioclostridium,Derosa_NSCLC,0.00211
NSCLC_LUM3_125_stool_baseline,Mediterraneibacter,Derosa_NSCLC,0.24206
NSCLC_LUM3_125_stool_baseline,Methanobrevibacter,Derosa_NSCLC,0.44976
NSCLC_LUM3_125_stool_baseline,OS,Derosa_NSCLC,8.152531
NSCLC_LUM3_125_stool_baseline,Odoribacter,Derosa_NSCLC,0.21281
NSCLC_LUM3_125_stool_baseline,Opitutales,Derosa_NSCLC,0.11576
NSCLC_LUM3_125_stool_baseline,Oscillibacter,Derosa_NSCLC,0.10508
NSCLC_LUM3_125_stool_baseline,Oscillospiraceae,Derosa_NSCLC,0.0009
NSCLC_LUM3_125_stool_baseline,Parabacteroides,Derosa_NSCLC,0.87674
NSCLC_LUM3_125_stool_baseline,Parasutterella,Derosa_NSCLC,0.01642
NSCLC_LUM3_125_stool_baseline,Phascolarctobacterium,Derosa_NSCLC,0.02295
NSCLC_LUM3_125_stool_baseline,Phocaeicola,Derosa_NSCLC,7.48758
NSCLC_LUM3_125_stool_baseline,Prevotella,Derosa_NSCLC,0.06487
NSCLC_LUM3_125_stool_baseline,Pseudoflavonifractor,Derosa_NSCLC,0.00658
NSCLC_LUM3_125_stool_baseline,Rikenellaceae,Derosa_NSCLC,0.37945
NSCLC_LUM3_125_stool_baseline,Roseburia,Derosa_NSCLC,1.35126
NSCLC_LUM3_125_stool_baseline,Ruminococcaceae,Derosa_NSCLC,3.23211
NSCLC_LUM3_125_stool_baseline,Ruminococcus,Derosa_NSCLC,3.45982
NSCLC_LUM3_125_stool_baseline,Ruthenibacterium,Derosa_NSCLC,0.09028
NSCLC_LUM3_125_stool_baseline,Senegalimassilia,Derosa_NSCLC,0.05099
NSCLC_LUM3_125_stool_baseline,Slackia,Derosa_NSCLC,0.25058
NSCLC_LUM3_125_stool_baseline,Solobacterium,Derosa_NSCLC,0.00126
NSCLC_LUM3_125_stool_baseline,Sutterella,Derosa_NSCLC,0.78379
NSCLC_LUM3_125_stool_baseline,TM7,Derosa_NSCLC,0.00441
NSCLC_LUM3_125_stool_baseline,Tyzzerella,Derosa_NSCLC,0.00668
NSCLC_LUM3_147_stool_baseline,Agathobaculum,Derosa_NSCLC,0.05561
NSCLC_LUM3_147_stool_baseline,Akkermansia,Derosa_NSCLC,0.14914
NSCLC_LUM3_147_stool_baseline,Alistipes,Derosa_NSCLC,4.43304
NSCLC_LUM3_147_stool_baseline,Anaeromassilibacillus,Derosa_NSCLC,0.09221
NSCLC_LUM3_147_stool_baseline,Anaerotignum,Derosa_NSCLC,0.00348
NSCLC_LUM3_147_stool_baseline,Bacteroides,Derosa_NSCLC,32.18867
NSCLC_LUM3_147_stool_baseline,Bifidobacterium,Derosa_NSCLC,0.13986
NSCLC_LUM3_147_stool_baseline,Blautia,Derosa_NSCLC,0.09518
NSCLC_LUM3_147_stool_baseline,Candidatus,Derosa_NSCLC,0.09999
NSCLC_LUM3_147_stool_baseline,Christensenellaceae,Derosa_NSCLC,0.01218
NSCLC_LUM3_147_stool_baseline,Clostridia,Derosa_NSCLC,0.39245
NSCLC_LUM3_147_stool_baseline,Clostridiales,Derosa_NSCLC,0.25263
NSCLC_LUM3_147_stool_baseline,Clostridium,Derosa_NSCLC,6.28691
NSCLC_LUM3_147_stool_baseline,Death,Derosa_NSCLC,1.0
NSCLC_LUM3_147_stool_baseline,Dysosmobacter,Derosa_NSCLC,0.39604
NSCLC_LUM3_147_stool_baseline,Eisenbergiella,Derosa_NSCLC,0.16051
NSCLC_LUM3_147_stool_baseline,Emergencia,Derosa_NSCLC,0.00349
NSCLC_LUM3_147_stool_baseline,Enterocloster,Derosa_NSCLC,0.78145
NSCLC_LUM3_147_stool_baseline,Escherichia,Derosa_NSCLC,20.77446
NSCLC_LUM3_147_stool_baseline,Evtepia,Derosa_NSCLC,0.0072
NSCLC_LUM3_147_stool_baseline,Faecalibacillus,Derosa_NSCLC,0.03687
NSCLC_LUM3_147_stool_baseline,Faecalibacterium,Derosa_NSCLC,5.78221
NSCLC_LUM3_147_stool_baseline,Faecalicatena,Derosa_NSCLC,0.00118
NSCLC_LUM3_147_stool_baseline,Flavonifractor,Derosa_NSCLC,0.45061
NSCLC_LUM3_147_stool_baseline,Frisingicoccus,Derosa_NSCLC,0.09268
NSCLC_LUM3_147_stool_baseline,Fusicatenibacter,Derosa_NSCLC,0.10988
NSCLC_LUM3_147_stool_baseline,Hungatella,Derosa_NSCLC,0.00406
NSCLC_LUM3_147_stool_baseline,Hydrogeniiclostidium,Derosa_NSCLC,0.00014
NSCLC_LUM3_147_stool_baseline,Intestinimonas,Derosa_NSCLC,0.07972
NSCLC_LUM3_147_stool_baseline,Lachnoclostridium,Derosa_NSCLC,0.04817
NSCLC_LUM3_147_stool_baseline,Lachnospiraceae,Derosa_NSCLC,0.27698
NSCLC_LUM3_147_stool_baseline,Lacrimispora,Derosa_NSCLC,0.1497
NSCLC_LUM3_147_stool_baseline,Massilicoli,Derosa_NSCLC,0.00497
NSCLC_LUM3_147_stool_baseline,Massilimaliae,Derosa_NSCLC,0.00055
NSCLC_LUM3_147_stool_baseline,Methanobrevibacter,Derosa_NSCLC,0.05237
NSCLC_LUM3_147_stool_baseline,Monoglobus,Derosa_NSCLC,0.0466
NSCLC_LUM3_147_stool_baseline,Negativibacillus,Derosa_NSCLC,0.10533
NSCLC_LUM3_147_stool_baseline,OS,Derosa_NSCLC,4.174885
NSCLC_LUM3_147_stool_baseline,Parabacteroides,Derosa_NSCLC,2.48822
NSCLC_LUM3_147_stool_baseline,Parasutterella,Derosa_NSCLC,0.40961
NSCLC_LUM3_147_stool_baseline,Phascolarctobacterium,Derosa_NSCLC,1.02978
NSCLC_LUM3_147_stool_baseline,Phocaeicola,Derosa_NSCLC,7.59496
NSCLC_LUM3_147_stool_baseline,Phocea,Derosa_NSCLC,0.0002
NSCLC_LUM3_147_stool_baseline,Pseudoflavonifractor,Derosa_NSCLC,0.06401
NSCLC_LUM3_147_stool_baseline,Romboutsia,Derosa_NSCLC,0.05912
NSCLC_LUM3_147_stool_baseline,Roseburia,Derosa_NSCLC,11.05298
NSCLC_LUM3_147_stool_baseline,Ruminococcaceae,Derosa_NSCLC,1.44151
NSCLC_LUM3_147_stool_baseline,Ruminococcus,Derosa_NSCLC,0.97792
NSCLC_LUM3_147_stool_baseline,Ruthenibacterium,Derosa_NSCLC,0.15745
NSCLC_LUM3_147_stool_baseline,Sellimonas,Derosa_NSCLC,0.02582
NSCLC_LUM3_147_stool_baseline,Streptococcus,Derosa_NSCLC,0.51206
NSCLC_LUM3_147_stool_baseline,Turicibacter,Derosa_NSCLC,0.01356
NSCLC_LUM3_147_stool_baseline,Veillonella,Derosa_NSCLC,0.0071
NSCLC_LUM3_149_stool_baseline,Acidaminococcus,Derosa_NSCLC,2.97295
NSCLC_LUM3_149_stool_baseline,Agathobaculum,Derosa_NSCLC,0.01194
NSCLC_LUM3_149_stool_baseline,Akkermansia,Derosa_NSCLC,6.44928
NSCLC_LUM3_149_stool_baseline,Alistipes,Derosa_NSCLC,7.15346
NSCLC_LUM3_149_stool_baseline,Allisonella,Derosa_NSCLC,0.00064
NSCLC_LUM3_149_stool_baseline,Amedibacterium,Derosa_NSCLC,0.0232
NSCLC_LUM3_149_stool_baseline,Anaerobutyricum,Derosa_NSCLC,0.3147
NSCLC_LUM3_149_stool_baseline,Anaerofustis,Derosa_NSCLC,0.00894
NSCLC_LUM3_149_stool_baseline,Anaeromassilibacillus,Derosa_NSCLC,0.04985
NSCLC_LUM3_149_stool_baseline,Anaerostipes,Derosa_NSCLC,0.09439
NSCLC_LUM3_149_stool_baseline,Anaerotignum,Derosa_NSCLC,0.16863
NSCLC_LUM3_149_stool_baseline,Anaerotruncus,Derosa_NSCLC,0.04839
NSCLC_LUM3_149_stool_baseline,Angelakisella,Derosa_NSCLC,0.02581
NSCLC_LUM3_149_stool_baseline,Bacteroides,Derosa_NSCLC,17.29127
NSCLC_LUM3_149_stool_baseline,Barnesiella,Derosa_NSCLC,1.53243
NSCLC_LUM3_149_stool_baseline,Bifidobacterium,Derosa_NSCLC,0.58221
NSCLC_LUM3_149_stool_baseline,Bilophila,Derosa_NSCLC,0.08037
NSCLC_LUM3_149_stool_baseline,Bittarella,Derosa_NSCLC,0.00318
NSCLC_LUM3_149_stool_baseline,Blautia,Derosa_NSCLC,1.01145
NSCLC_LUM3_149_stool_baseline,Butyricimonas,Derosa_NSCLC,0.47611
NSCLC_LUM3_149_stool_baseline,Candidatus,Derosa_NSCLC,1.05162
NSCLC_LUM3_149_stool_baseline,Christensenellaceae,Derosa_NSCLC,0.0442
NSCLC_LUM3_149_stool_baseline,Clostridia,Derosa_NSCLC,6.58256
NSCLC_LUM3_149_stool_baseline,Clostridiaceae,Derosa_NSCLC,0.01237
NSCLC_LUM3_149_stool_baseline,Clostridiales,Derosa_NSCLC,0.49792
NSCLC_LUM3_149_stool_baseline,Clostridium,Derosa_NSCLC,0.97007
NSCLC_LUM3_149_stool_baseline,Collinsella,Derosa_NSCLC,0.4797
NSCLC_LUM3_149_stool_baseline,Coprobacillus,Derosa_NSCLC,0.08632
NSCLC_LUM3_149_stool_baseline,Coprobacter,Derosa_NSCLC,0.32472
NSCLC_LUM3_149_stool_baseline,Coprococcus,Derosa_NSCLC,0.42906
NSCLC_LUM3_149_stool_baseline,Death,Derosa_NSCLC,1.0
NSCLC_LUM3_149_stool_baseline,Desulfovibrionaceae,Derosa_NSCLC,0.74216
NSCLC_LUM3_149_stool_baseline,Dialister,Derosa_NSCLC,0.82986
NSCLC_LUM3_149_stool_baseline,Dorea,Derosa_NSCLC,0.7689
NSCLC_LUM3_149_stool_baseline,Dysosmobacter,Derosa_NSCLC,0.53787
NSCLC_LUM3_149_stool_baseline,Eggerthella,Derosa_NSCLC,0.0703
NSCLC_LUM3_149_stool_baseline,Eggerthellaceae,Derosa_NSCLC,0.68308
NSCLC_LUM3_149_stool_baseline,Eisenbergiella,Derosa_NSCLC,0.16617
NSCLC_LUM3_149_stool_baseline,Enorma,Derosa_NSCLC,0.91416
NSCLC_LUM3_149_stool_baseline,Enterocloster,Derosa_NSCLC,0.27738
NSCLC_LUM3_149_stool_baseline,Enterococcus,Derosa_NSCLC,0.27057
NSCLC_LUM3_149_stool_baseline,Erysipelatoclostridium,Derosa_NSCLC,0.00486
NSCLC_LUM3_149_stool_baseline,Escherichia,Derosa_NSCLC,0.15494
NSCLC_LUM3_149_stool_baseline,Eubacterium,Derosa_NSCLC,0.46628
NSCLC_LUM3_149_stool_baseline,Faecalibacillus,Derosa_NSCLC,0.78139
NSCLC_LUM3_149_stool_baseline,Faecalibacterium,Derosa_NSCLC,2.62179
NSCLC_LUM3_149_stool_baseline,Faecalicatena,Derosa_NSCLC,0.00416
NSCLC_LUM3_149_stool_baseline,Faecalitalea,Derosa_NSCLC,0.14588
NSCLC_LUM3_149_stool_baseline,Flavonifractor,Derosa_NSCLC,1.61958
NSCLC_LUM3_149_stool_baseline,Fournierella,Derosa_NSCLC,0.00193
NSCLC_LUM3_149_stool_baseline,Gordonibacter,Derosa_NSCLC,0.13337
NSCLC_LUM3_149_stool_baseline,Harryflintia,Derosa_NSCLC,0.0083
NSCLC_LUM3_149_stool_baseline,Holdemania,Derosa_NSCLC,0.05904
NSCLC_LUM3_149_stool_baseline,Hungatella,Derosa_NSCLC,0.01284
NSCLC_LUM3_149_stool_baseline,Hydrogeniiclostidium,Derosa_NSCLC,0.12567
NSCLC_LUM3_149_stool_baseline,Intestinimonas,Derosa_NSCLC,0.03331
NSCLC_LUM3_149_stool_baseline,Lachnoclostridium,Derosa_NSCLC,0.13936
NSCLC_LUM3_149_stool_baseline,Lachnospiraceae,Derosa_NSCLC,1.20012
NSCLC_LUM3_149_stool_baseline,Lacrimispora,Derosa_NSCLC,0.15776
NSCLC_LUM3_149_stool_baseline,Lactobacillus,Derosa_NSCLC,0.02068
NSCLC_LUM3_149_stool_baseline,Lactococcus,Derosa_NSCLC,0.01027
NSCLC_LUM3_149_stool_baseline,Lawsonibacter,Derosa_NSCLC,0.0591
NSCLC_LUM3_149_stool_baseline,Massilimaliae,Derosa_NSCLC,0.05796
NSCLC_LUM3_149_stool_baseline,Massilimicrobiota,Derosa_NSCLC,0.62371
NSCLC_LUM3_149_stool_baseline,Massilioclostridium,Derosa_NSCLC,0.00876
NSCLC_LUM3_149_stool_baseline,Mediterraneibacter,Derosa_NSCLC,0.01497
NSCLC_LUM3_149_stool_baseline,Merdimonas,Derosa_NSCLC,0.06222
NSCLC_LUM3_149_stool_baseline,Mesosutterella,Derosa_NSCLC,0.00019
NSCLC_LUM3_149_stool_baseline,OS,Derosa_NSCLC,4.404997
NSCLC_LUM3_149_stool_baseline,Odoribacter,Derosa_NSCLC,0.37881
NSCLC_LUM3_149_stool_baseline,Oscillibacter,Derosa_NSCLC,0.00391
NSCLC_LUM3_149_stool_baseline,Parabacteroides,Derosa_NSCLC,2.04059
NSCLC_LUM3_149_stool_baseline,Parasutterella,Derosa_NSCLC,0.00918
NSCLC_LUM3_149_stool_baseline,Peptococcaceae,Derosa_NSCLC,0.00915
NSCLC_LUM3_149_stool_baseline,Phocaeicola,Derosa_NSCLC,2.69679
NSCLC_LUM3_149_stool_baseline,Phocea,Derosa_NSCLC,0.00347
NSCLC_LUM3_149_stool_baseline,Pseudoflavonifractor,Derosa_NSCLC,0.3915
NSCLC_LUM3_149_stool_baseline,Roseburia,Derosa_NSCLC,2.51356
NSCLC_LUM3_149_stool_baseline,Ruminococcaceae,Derosa_NSCLC,1.51454
NSCLC_LUM3_149_stool_baseline,Ruminococcus,Derosa_NSCLC,6.35554
NSCLC_LUM3_149_stool_baseline,Ruthenibacterium,Derosa_NSCLC,0.29267
NSCLC_LUM3_149_stool_baseline,Sellimonas,Derosa_NSCLC,0.03756
NSCLC_LUM3_149_stool_baseline,Streptococcus,Derosa_NSCLC,0.51903
NSCLC_LUM3_149_stool_baseline,Sutterella,Derosa_NSCLC,1.31421
NSCLC_LUM3_149_stool_baseline,Turicibacter,Derosa_NSCLC,0.00132
NSCLC_LUM3_155_stool_baseline,Akkermansia,Derosa_NSCLC,0.46841
NSCLC_LUM3_155_stool_baseline,Alistipes,Derosa_NSCLC,0.47944
