"asvid","Domain","Kingdom","Phylum","Class","Order","Family","Genus","Species","confidence"
"987a3526deef9e16540125cc3996ac98","Bacteria","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Veillonella","",1
"06ca1d8e7b0adc837e3a73dc4938a0b7","Bacteria","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","","",0.97
"aee1dba84af55e7d4db3599d02961a11","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Catenibacillus","",0.91
"d13217370afbcc2b02f62e230e203eaf","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae UCG-004","",0.56
"ed60a445c1ee8f3499320649b0732b72","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","[Eubacterium] oxidoreducens group","",0.54
"76a6a69adddc7379a23876d48466047b","Bacteria","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae","Atopobium","",0.69
"4c7fa71a431ac822ea302d8068a0c581","Bacteria","Bacteria","Cyanobacteria","Vampirivibrionia","","","","",0.5
"8b414a059be1b8812e888b7c4d47bb2f","Bacteria","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Incertae Sedis","",0.99
"27819c19f3b5aa36f329a7b65df1b20b","Bacteria","Bacteria","Firmicutes","Clostridia","","","","",0.76
"b1652dc664d4e8ce2d123d26687d1204","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","[Eubacterium] xylanophilum group","",1
"4fd8b94f60c9cfa76a0babeba849d65f","Bacteria","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","","",0.55
"dca4ad1e4d30ad4bd9634f386f1d71ff","Bacteria","Bacteria","Firmicutes","Clostridia","","","","",0.98
"4c4f7d04cea02f750a5fb667ca109f78","Bacteria","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Family XI","Parvimonas","",0.7
"6fa81995625aa288080691902b74d732","Bacteria","Bacteria","Firmicutes","Clostridia","Clostridia vadinBB60 group","","","",0.86
"a1c4eb829762c022b2cb4a4347ef9b67","Bacteria","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","Christensenella","",1
"47e1dedd8868ee6c692e90e519b04693","Bacteria","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Family XI","W5053","",1
"66f258f53adaeb45018071a6d098f2ae","Bacteria","Bacteria","Firmicutes","Bacilli","Staphylococcales","Gemellaceae","Gemella","",0.51
"7af26d8be04e96b5c919a854606e7108","Bacteria","Bacteria","Firmicutes","","","","","",0.81
"769c4fbdd948b51c7621ff873575dfc9","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","","","",0.83
"9b897f32fc4aa922f596a28a0f7abbd9","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","","",0.55
"f0462706f44d300fb937a0fb3fa8a52e","Bacteria","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","","",0.98
"a7587b1504f58efd11cd529cb5c3000f","Bacteria","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Turicibacter","",0.55
"f4e3da092fd0539ebdaf5accff543351","Bacteria","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","nucleatum",1
"b816e9e0430bb005e46ec1472c531da7","Bacteria","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","intermedia",1
"f4549aff5fa2c42add7b4ffd685142dd","Bacteria","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","",0.86
"151637f441979204a1665795cd99d0f4","Bacteria","Bacteria","Firmicutes","Clostridia","Oscillospirales","[Eubacterium] coprostanoligenes group","","",0.58
"20db3a1054825ef4c5f1984d6e7660b5","Bacteria","Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae","Stenotrophobacter","",1
"5a2f76450d26e1df3d31caf25a8f9002","Bacteria","Bacteria","Firmicutes","Bacilli","RF39","","","",1
"401e9cda8dd173db76e03cfe30f2274e","Bacteria","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Oscillibacter","",1
"073a66448a29195cf9b5752fd9db4808","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","","",1
"c6df85984b3b6a515a27dc7fbdfc2fb0","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","A2","",0.75
"4f073dd930eac5b5f115669851ee2ed0","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Aquamonas","",0.62
"2c06d3a42dd180b54d0f2b17a20f6014","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae NC2004 group","",0.75
"2b1af309746ccb268d3564aabff03116","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","",0.69
"3954f54e3397ec446f11a6a79d76e7e0","Bacteria","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Weissella","",0.59
"9d44863d013911162b4e1ec4ec832617","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae NK4A136 group","",0.77
"e00d431472f67ea54041d2873a3b4177","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","","",1
"ff8e0ef5269d6e36e2c90f7b9ddca2fe","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","","",1
"39bf0c52eca3d156f1d76ff9a1374e43","Bacteria","Bacteria","Firmicutes","Clostridia","Oscillospirales","Hungateiclostridiaceae","","",0.65
"de12d9c8dfb5607f33eb89e8172f2d2b","Bacteria","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia","",1
"b688fd2360318f8ca8b3cc33fb7af7d2","Bacteria","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","[Eubacterium] nodatum group","",0.95
"b4ab48e05b41801e8a6d30b570d69137","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","",1
"0fc1b4b38c76ff1d5614d73496426a3e","Bacteria","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","pyruviciproducens",0.97
"5a4408152b7e2d0fbcaca09bd90bcba1","Bacteria","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Intestinimonas","",0.87
"d540017850b4363a623c302acd599e76","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae NC2004 group","",0.65
"1f3e4f206a3b2952ff9f6d4aa584bf0c","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","","",0.86
"c4b4db64017ae9960b2cb2a01ec53b17","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","",0.87
"52beae628cf4533ef8663f2fa5a1fa1c","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae NC2004 group","",0.64
"c5d9a2467221b9de2c0924736a232f82","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","",0.75
"8343cf4c26bb977e05e4d9c5125441ef","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","distasonis",1
"0750ea9eb34a85ccd823aaa567deee54","Bacteria","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Veillonella","",0.7
"3214fa70150383c04f0d991f8c71ae1d","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","","",0.82
"6c9b8fd0dcf33e81bcbd280df4e7ff75","Bacteria","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia","",1
"c51f883d2e68a14f9f1f7013f247d888","Bacteria","Bacteria","Patescibacteria","Microgenomatia","Candidatus Woesebacteria","","","",1
"8e95c114121008354d416eb0e30216f4","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae UCG-004","",0.54
"4c7410caa455e2490e912dd381cb0eac","Bacteria","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Pseudoglutamicibacter","",0.89
"e76a1c2dc63cc2d568532dbcad7373d6","Bacteria","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","","",0.85
"fbe025c5e776a97b511f07d287477981","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","","",0.88
"548f6d0e44f9d17eb7c604cf283f0031","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","","","",1
"4e8236e001a90398df9b7274fc4c97c7","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","","",0.54
"e065af9b4d10817b9882749b763b06a7","Bacteria","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Family XI","Peptoniphilus","",1
"179bf51a2e0c45d9aaadfdff101ba91b","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae UCG-004","",0.5
"dbc429fc3a014f64e315dc1bb7495736","Bacteria","Bacteria","Patescibacteria","","","","","",0.5
"62482c42923ea64bfb113c3e0924fd6a","Bacteria","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","Christensenellaceae R-7 group","",0.65
"5334436afe6e7dcef01331ae1fc17c3b","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella","",1
"10fc54eefe7edf370de147afbed0cb90","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Sellimonas","",0.53
"9499589139a8697884cca95beeb5b48d","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","","","",0.98
"dff173373ea0f2892402b3cfd42cb79d","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","","",1
"02e561daa1b725044a5acb070cfa8534","Bacteria","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","Christensenellaceae R-7 group","",0.7
"17e0c0f0102f2d7145c9cd97b7f99972","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Neisseriaceae","Alysiella","",0.7
"229138f4ad99799220a4ef36fb120d98","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","","",0.83
"0d451d7405d8bb89bf243d18d12b4f32","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Odoribacter","",1
"79de0b41dd7a0d65d70507baa98e7bf9","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9","",0.95
"97275eaf6b8848af4dedceaedb5c2f66","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospira","",0.99
"ddb8dac92459da06cea8d1afd1641b7b","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Bergeyella","",0.74
"f50d51ca79ebbc48c0da91198fa759ef","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Dorea","",0.55
"31ea27c44e80f6ba9f71d44784e4e5bf","Bacteria","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Scardovia","",0.87
"6445bf41418bd288448666813759b01c","Bacteria","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus","",0.58
"4515e9b5d45c796c7f02cad4ac9ae090","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","",1
"269c480436f8063511870e026bf529f4","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","",1
"c3a1f52dbeb6fef3ee4987eb444054ef","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","",0.59
"48724467787e26e951b1814deffaf4f9","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Bergeyella","",1
"406ca8eb7cb81b541f3d2a7b2b6f7440","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","",1
"3be441849e4cc3f33f021aaa132fb55a","Bacteria","Bacteria","","","","","","",1
"9937b40b781bfb1808cf143038d15b4f","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","[Eubacterium] eligens group","",0.81
"a4e30df92cf898b731c66ff9d77b083e","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_7","",1
"60e0749b4d341cd1b1f3208dfc9d1501","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","","",1
"275e13205af6be29692bfe880acf43cf","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","",0.96
"f80204975501523e0b75db1b1ae7bcd7","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Aurantisolimonas","",0.99
"efbe1f58b1e2984ddc53a64f047d94ff","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Janthinobacterium","",0.98
"3e818a859c34c385cb14f017b2290a8e","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","","",1
"29992778d3726ce5f240dcc5bc9c42a1","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","","",0.97
"a9fb80d645415d62d41f60f853b8a33d","Bacteria","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae","","",0.85
"f467f8787adbb3e5fc9f1bc590118e1d","Archaea","Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","","",1
"e3055f1b3a2ef5ffe239567f02e0e758","Bacteria","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","",0.99
"566d9b11a972d957889b12095cccf507","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","","",0.98
"e0489320a27461818352123f3f915455","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","","",0.95
"73064293511b8d3b5f288dd15d4c50ad","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","","",0.88
"cabc61ac13cc8c89b2e2e19457bc4327","Bacteria","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Selenomonadaceae","Centipeda","",1
"12bb00007241c12e21f8a15c86c12000","Bacteria","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium","",0.68
"7abc2ac1e0bd1230778bdc47cfc83636","Bacteria","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","","",0.96
"c2f9689d9a971febf234597db7601d56","Bacteria","Bacteria","","","","","","",1
"84ff0f8262e6d78acd4964705dd2abe8","Bacteria","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","UCG-005","",0.59
"11556589239e68ac3bd501be31117f4a","Bacteria","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcus","",0.99
"02f4d154fdaff0435830efc2032e2c5c","Bacteria","Bacteria","","","","","","",1
"b8ef84c56b07b2868d12614f0ba0bebe","Bacteria","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Selenomonadaceae","Selenomonas","artemidis",1
"1791eeaa08c3b69b3ce555dddb0f2930","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Bergeyella","",0.99
"fa20457963ae78f55fdba1817246cfb9","Bacteria","Bacteria","Firmicutes","Clostridia","Oscillospirales","[Eubacterium] coprostanoligenes group","","",0.79
"a74754c9ec29823c1bbfdd475be8a165","Bacteria","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Ligilactobacillus","",0.54
"48c9ff09bf991e271a7e3893984c991e","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella","",1
"6d6266c9871ced9de0ea3f9af0bd4d53","Bacteria","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","",0.62
"d04696219e0760e996e9229b3268ed8c","Bacteria","Bacteria","Bacteroidota","","","","","",0.51
"85f1e3c170648294ed1a51975725bf75","Bacteria","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","","",0.51
"51cdaa793f3c23122dd2184e57c6b083","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","","","",0.95
"b3fe77bd4d27e30779be9b5fbdcd84bd","Bacteria","Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Actinoplanes","",0.91
"d11333ae70ea57d63e8b8412dd9628be","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","","",0.85
"dfa3866ff0471a63a5979e92ebb16a73","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","",0.69
"1fdb09b154f347c35de3aad68774cb79","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","",0.88
"faf1d8c127b6e3fdb171e914b6ed473c","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","[Eubacterium] oxidoreducens group","",0.6
"79d119c446e083e02fa1ef64fb200cd5","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoanaerobaculum","",0.71
"0be89190fc0484bb8c920b60d0499a44","Bacteria","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Dermatophilaceae","Mobilicoccus","",0.6
"82149f36542d8bf072f52663d89777d4","Bacteria","Bacteria","Firmicutes","Bacilli","Lactobacillales","","","",0.73
"78282a95b36f34c6928596a5383cc00e","Bacteria","Bacteria","Firmicutes","Clostridia","Oscillospirales","UCG-010","","",0.87
"8a4ebf436026b92f24fe45e99b370da0","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","","",0.96
"138742dc65c0fd7b919de89b25a3802d","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","",0.76
"892ac51d347d5a477f8a374bf01f0989","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","","",0.71
"7c5ff960dc5d5ee79aabf7a2d605d8cd","Bacteria","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Microaerobacter","",0.53
"06b6ae0c9d6f4498a07da0779f06b52d","Bacteria","Bacteria","Actinobacteriota","Actinobacteria","","","","",0.94
"2e111db237ada05d8da4e6f85f41396d","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","[Eubacterium] oxidoreducens group","",0.61
"f3839ae07d6b6c98c38d9b348b95b5f8","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Cuneatibacter","",0.54
"73b2abc076cab3bf906729a8a4e3c5df","Bacteria","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","UCG-003","",0.62
"d4c3fc22b3695b304dba9cb14e40871c","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Johnsonella","ignava",0.99
"918766a0673a63800ea6212e9a5dbeb1","Bacteria","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcus","",0.74
"84516c37586ebce58e5002344f12004e","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","",0.71
"e8dad5bc4bb9c170128ccee61cb43f34","Bacteria","Bacteria","Patescibacteria","","","","","",0.61
"f906f48d79c675b7aac4d41c2bc99fc4","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","",0.75
"23e1508435eb846042838405cc10c976","Bacteria","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","","",0.96
"ac9db889cbffc14594a832438a27b7a1","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pasteurellaceae","Conservatibacter","",0.98
"0c8b88fce0f3a8c043689136c9a970d6","Bacteria","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Selenomonadaceae","","",1
"d666dd55f5e8dde91c6901e60e9763a4","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas","",1
"a2655467ad5008874d88d94f234313d1","Bacteria","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","",0.62
"e217cbf2c1d87661792536f95892b497","Bacteria","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Veillonella","",0.9
"439222bc0d529aabb5e102b77ae6c0c5","Bacteria","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","Christensenellaceae R-7 group","",0.72
"df601a3ff947467ebe3ed9bb2d95eb72","Bacteria","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia","",1
"50b8d82a35d5f14b385e574f788cb775","Bacteria","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","","","",0.88
"7a6022c8a41cb24d8d66c8eb1b2b9be9","Bacteria","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Dialister","",1
"2d09ce5ae8210522bb03070453537004","Bacteria","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Subdoligranulum","",1
"7866cdef6bbbbbb0e1b6fdc559bee9a9","Bacteria","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","Christensenellaceae R-7 group","",1
"773d5b8dad00664fae14be58062596b7","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","",0.93
"8b796b5830e31a77ede2729e55ac4843","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","","",1
"85787097eb7bb567fd2468eb4d8bf935","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Butyricimonas","",1
"a176fc8b9ff71f1cc4ff2c1ccb3cb8ac","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","",0.99
"12e5e8d15c1cca43deeceef4b01f778b","Bacteria","Bacteria","Patescibacteria","Parcubacteria","Candidatus Yanofskybacteria","","","",0.94
"b4ec02466dcdad6df109c8c8c3686dfe","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","","",1
"5f52d0da00399dee04116e5cb42bca8b","Bacteria","Bacteria","Firmicutes","Clostridia","Clostridia UCG-014","","","",1
"b21f8cd99a1ca2af3f89fd2faf0ce13e","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium","",1
"175a4c82b15912e94740d228b2187238","Bacteria","Bacteria","Bacteroidota","Bacteroidia","","","","",0.66
"79f568eb9849a44b807fce84623843d4","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9","",1
"2596ac0904262a234e90d9d937e5cdce","Bacteria","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Veillonella","",1
"59029e637f3696d9daa516603120c2c0","Bacteria","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema","",1
"2b47061e5bafe7933f4a269b8d3bd78b","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","","",0.98
"77ac84db2580e855130d408278e7fd5b","Bacteria","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Dialister","",1
"f946e86a109a12a5bc024918c1006dfe","Bacteria","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","",0.66
"efa1af4386010f7d05e16a663f32f792","Bacteria","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Mogibacterium","",1
"06fe5ef6de394ed7feba9c5287ee2769","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","",1
"ce35b82ccdb11854fe1c9defa583d82d","Bacteria","Bacteria","Firmicutes","Clostridia","Oscillospirales","","","",0.52
"3acf9a6d6d06290b8d584e5c0006093e","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","[Eubacterium] hallii group","",0.77
"1109521f164ab183b0bb130423fe7567","Bacteria","Bacteria","Firmicutes","Bacilli","","","","",0.51
"6930a6a17581701048ce799ee3f3f3c4","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Bergeyella","",1
"198a7299d5cf8ca775e10d33ab73b0cb","Bacteria","Bacteria","Firmicutes","Clostridia","Oscillospirales","UCG-010","","",1
"f8e51c44d78e3db100fe95c9d171c5fc","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Stomatobaculum","",1
"a355c42ea0db1143981105f12e7c8d68","Bacteria","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","",0.91
"e61a5809c690bea62f9f62c0be04c3f9","Bacteria","Bacteria","Firmicutes","Thermoanaerobacteria","Caldicellulosiruptorales","Caldicellulosiraptoraceae","Caldicellulosiruptor","",1
"464f03d7263196f81f01f500a9b8f75c","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","",0.87
"3efec0d8608bcc1d21c9e43491d48cee","Bacteria","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Megasphaera","",1
"f0caf28276140b63fd38259950aa858c","Bacteria","Bacteria","Firmicutes","Clostridia","Monoglobales","Monoglobaceae","Monoglobus","",0.98
"2bd9309f2f97cae51d18d06ea1ca519a","Bacteria","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Granulicatella","",0.88
"96e33458e8a180df0ae170b1e16d9e52","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Tepidimonas","taiwanensis",0.97
"62228766a8fa14ece0d8017ac016506b","Bacteria","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia","",0.72
"b255049d68c88e0b264292c17e14de61","Bacteria","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia","",0.55
"b05ae80ff5428ad8d3000585ee6bce42","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_7","",0.89
